StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
4,1,200107,0.29,66.9,-2.74,-2.74,-0.84,-2.74,87,28,0.77,0.55,-0.51,-0.71,-1.72,-1.58,-1.09,52,81.7
4,1,200108,0.1,68.2,-2.76,-2.76,-0.9,-2.76,111,12,-0.15,0.13,0.31,-0.94,-1.53,-1.57,-1.11,52.7,83.6
4,1,200109,0.79,64,-2.58,-2.58,-0.33,-2.58,44,74,0.31,0.06,0.14,-0.7,-1.04,-1.54,-1.08,49.2,78.8
4,1,200110,1.52,57.2,-2.9,-2.9,-1.76,-2.9,0,246,-0.44,-0.44,-0.53,-0.91,-0.92,-1.86,-1.11,44.2,70.2
4,1,200111,11.47,46,-1.76,-1.76,2.54,-0.65,0,570,1.15,0.75,0.75,0.76,-0.12,-0.99,-0.84,38.6,53.5
4,1,200112,13.25,40.4,-1.14,-1.14,1.31,0.5,0,763,0.92,1.26,1.02,1.02,0.73,-0.07,-0.26,35,45.7
4,1,200201,6.95,39,-1.39,-1.39,-1.1,-0.21,0,806,-0.27,0.45,0.83,0.64,0.53,0.06,-0.6,31.5,46.5
4,1,200202,5.03,44.2,-1.66,-1.66,-1.26,-0.94,0,582,-0.37,-0.54,0.11,0.38,0.39,-0.07,-0.97,34.1,54.2
4,1,200203,3.64,43.7,-2.1,-2.1,-1.82,-1.92,0,660,-0.62,-0.76,-0.8,0.16,0.17,-0.03,-0.94,32.5,54.8
4,1,200204,2.16,50,-2.25,-2.25,-1.1,-2.25,0,450,-0.44,-0.83,-0.94,0.18,0.05,-0.04,-1.02,38.3,61.5
4,1,200205,1.11,53.8,-2.31,-2.31,-0.88,-2.31,0,347,-0.39,-0.7,-0.98,-0.34,-0.02,-0.01,-1.12,40.4,67.1
4,1,200206,0.21,62.2,-2.42,-2.42,-1.03,-2.42,24,108,-0.85,-0.85,-0.92,-1.06,-0.07,-0.06,-1.14,47.4,77.1
4,1,200207,0.06,69.6,-2.64,-2.64,-1.41,-2.64,151,9,-0.55,-1.06,-0.95,-1.21,0.05,-0.08,-1.15,53.9,85.4
4,1,200208,0.01,67.3,-2.84,-2.84,-1.41,-2.84,90,19,-1.08,-1.19,-1.41,-1.2,-0.42,-0.08,-1.16,51.3,83.3
4,1,200209,0.09,64.3,-3.09,-3.09,-1.64,-3.09,48,69,-1.16,-1.43,-1.66,-1.45,-1.22,-0.15,-1.21,48.4,80.2
4,1,200210,0.03,54.7,-3.72,-3.72,-2.83,-3.72,0,319,-1.9,-2.24,-2.36,-2.2,-1.79,-0.28,-1.42,40.1,69.3
4,1,200211,5.67,47.7,-0.03,-3.36,-0.08,-3.34,0,519,0,-0.66,-0.84,-1.1,-1.49,-0.81,-1.2,37.3,58
4,1,200212,23.98,41.7,1.99,-1.03,5.96,1.42,0,722,2.2,1.76,1.38,1.27,0.93,0.11,0.01,35.8,47.7
4,1,200301,6.78,46.2,1.28,-1.42,-1.5,0.33,0,583,-0.31,1.5,1.26,0.87,0.71,0.07,0.07,39.7,52.7
4,1,200302,3.52,42.4,0.49,-1.94,-1.98,-0.92,0,633,-0.81,-0.83,1,0.47,0.39,-0.06,-0.07,32.5,52.2
4,1,200303,6.53,46.5,0.41,-1.77,-0.09,-0.78,0,574,0.27,-0.46,-0.63,0.53,0.45,0.22,0.08,36.5,56.5
4,1,200304,10.34,43.9,2.49,2.49,6.36,2.49,0,633,2.29,1.42,0.59,1.23,0.92,0.8,0.49,35.6,52.2
4,1,200305,1.37,54.2,-0.21,2.03,-0.62,1.7,0,335,-0.16,1.86,1.27,1.35,0.89,0.82,0.55,41.5,67
4,1,200306,0.05,63.9,-0.6,1.4,-1.25,0.48,44,77,-1.38,-0.76,1.64,0.07,0.89,0.81,0.5,48.6,79.2
4,1,200307,0.17,70.4,-1.07,0.73,-1.58,-0.85,173,6,0.23,-1.2,-0.77,0.41,1.12,0.82,0.5,54.4,86.3
4,1,200308,0.6,67.5,-1.02,0.59,-0.19,-0.97,94,17,1.15,0.95,-0.4,1.17,1.31,0.86,0.53,53.2,81.8
4,1,200309,0.38,65.9,-1.32,-1.32,-1.22,-1.32,72,45,-0.28,0.16,0.11,1.55,0.07,0.88,0.51,50.4,81.3
4,1,200310,0.17,58.2,-2.18,-2.18,-2.98,-2.18,6,217,-1.66,-1.67,-1.29,-1.6,-0.02,0.91,0.42,44.3,72.2
4,1,200311,5.97,42.6,0.08,-1.87,0.24,-1.7,0,672,0.07,-0.55,-0.66,-0.76,0.38,0.95,0.13,35.1,50
4,1,200312,14.52,40.9,0.79,-0.96,2.15,0.24,0,747,1.1,0.78,0.39,0.39,0.95,0.23,0.21,35.1,46.6
4,1,200401,7,40.5,0.33,-1.24,-1.13,-0.53,0,760,-0.26,0.6,0.43,0.12,-0.03,0.23,0.18,34.2,46.8
4,1,200402,12.02,41.8,1.14,1.14,2.54,1.14,0,650,0.98,0.48,0.93,0.47,0.43,0.89,0.57,34.2,49.3
4,1,200403,2.66,50.6,-0.99,-0.99,-2.97,-0.99,0,446,-1.04,0.32,0,0.2,0.2,0.61,0.51,37.9,63.4
4,1,200404,2.02,51.4,-1.34,-1.34,-1.34,-1.34,0,408,-0.52,-1.22,0.11,0.32,0.08,-0.03,0.5,38.5,64.4
4,1,200405,1.1,55.3,-1.55,-1.55,-1.04,-1.55,0,305,-0.4,-0.78,-1.32,0.31,-0.02,-0.06,0.52,42.5,68
4,1,200406,0.18,62.3,-1.79,-1.79,-1.21,-1.79,25,106,-0.94,-0.88,-1.01,-0.32,-0.04,-0.04,0.52,47.9,76.7
4,1,200407,0.1,69,-2.09,-2.09,-1.46,-2.09,135,11,-0.21,-1.03,-0.95,-0.12,0.19,-0.04,0.52,54,84
4,1,200408,0.24,68.7,-2.19,-2.19,-0.94,-2.19,124,9,0.38,-0.01,-0.9,-1.48,0.26,-0.07,0.53,53.9,83.5
4,1,200409,0.26,62.8,-2.38,-2.38,-1.24,-2.38,29,95,-0.55,-0.48,-0.62,-1.3,-0.39,-0.09,0.55,47.8,77.9
4,1,200410,5.71,53.7,-1.45,-1.45,2.04,-0.5,0,350,1.12,0.9,0.89,0.27,0.12,0.34,0.81,42.5,64.9
4,1,200411,2.37,44.8,-2.13,-2.13,-2.48,-2.13,0,606,-1,-0.13,-0.25,-0.4,-1.21,0.04,0.64,35.6,54
4,1,200412,11.16,41.9,-1.63,-1.63,0.83,-1.19,0,716,0.61,-0.12,0.22,0.15,-0.21,-0.23,-0.02,34.2,49.6
4,1,200501,6.21,40.7,-1.99,-1.99,-1.56,-1.99,0,753,-0.43,0.12,-0.39,-0.16,-0.32,-0.33,-0.09,33.5,47.9
4,1,200502,3.39,44.4,-2.49,-2.49,-2.14,-2.49,0,577,-0.85,-0.96,-0.39,-0.52,-0.59,-1.07,-0.06,35.3,53.5
4,1,200503,7.58,47.7,0.17,-2.06,0.52,-1.78,0,536,0.52,-0.28,-0.58,-0.29,-0.35,-0.59,-0.01,37,58.4
4,1,200504,4.93,47.4,0.65,-1.36,1.48,-0.38,0,528,0.78,0.72,-0.01,-0.39,-0.19,-0.33,-0.3,36.6,58.3
4,1,200505,6.11,54.6,2.22,2.22,4.92,2.22,0,322,2.02,1.72,1.32,0.32,0.12,0.07,-0.03,43.9,65.3
4,1,200506,2.15,57.7,2.87,2.87,2.63,2.87,0,223,1.6,2.41,1.94,0.26,0.26,0.22,0.09,46,69.4
4,1,200507,0.06,69.8,3.49,3.49,2.76,3.49,157,8,-0.55,1.43,2.36,0.67,0.06,0.22,0.08,54.5,85.2
4,1,200508,0.01,68.8,3.06,3.06,-0.22,2.91,126,9,-1.08,-1.19,1.16,1.42,0.41,0.2,0.06,52.8,84.7
4,1,200509,0.14,60.8,2.36,2.36,-1.16,1.69,13,139,-0.92,-1.25,-1.49,1.66,0.16,0.19,0.05,46.3,75.4
4,1,200510,1.67,54,1.65,1.65,-1.39,0.41,0,341,-0.36,-0.71,-0.85,1.05,0.34,-0.14,0.1,42,66.1
4,1,200511,8.2,45.4,1.84,1.84,1.07,1,0,588,0.56,0.22,0.09,0.27,1.04,0.32,0.22,36.7,54
4,1,200512,21.59,41.9,3.15,3.15,4.49,3.15,0,716,1.95,1.78,1.56,1.46,2.01,1.1,0.61,35.5,48.3
4,1,200601,11.52,41.1,3.23,3.23,1.23,3.23,0,741,0.6,1.7,1.69,1.45,1.88,1.57,0.86,34.9,47.3
4,1,200602,6.3,42.8,2.72,2.72,-0.52,2.45,0,622,-0.06,0.32,1.46,1.22,1.29,1.75,0.53,32.1,53.6
4,1,200603,11.29,39.6,3.63,3.63,3.54,3.63,0,787,1.27,0.72,0.81,1.52,1.45,1.85,0.95,32.3,46.9
4,1,200604,6.36,47.8,4.14,4.14,2.66,4.14,0,516,1.25,1.53,1,1.77,1.57,1.89,1.15,38.2,57.4
4,1,200605,1.4,56.5,-0.27,3.44,-0.81,3.07,6,269,-0.14,0.92,1.38,1.77,1.56,1.62,1.18,43.1,70
4,1,200606,0.52,64.3,-0.48,2.85,-0.72,2.15,49,70,-0.19,-0.37,0.79,0.92,1.59,1.51,1.19,50.4,78.2
4,1,200607,0.03,70.7,-0.96,2.03,-1.58,0.7,182,5,-0.9,-0.44,-0.48,0.85,1.7,1.5,1.19,55.2,86.2
4,1,200608,0.12,66.5,-1.27,1.41,-1.24,-0.35,74,27,-0.05,-0.72,-0.64,1.26,1.7,1.51,1.18,51.1,81.9
4,1,200609,0.07,63.2,-1.68,0.72,-1.62,-1.51,33,87,-1.29,-1.13,-1.45,0.47,0.83,1.51,1.19,47.8,78.6
4,1,200610,0.56,54,-2.28,-2.28,-2.33,-2.28,0,341,-1.17,-1.59,-1.63,-1.61,0.41,1.49,0.93,40.5,67.5
4,1,200611,8.07,45.2,-1.69,-1.69,1.08,-1.15,0,594,0.53,-0.02,-0.17,-0.29,0.74,1.52,1.18,38,52.3
4,1,200612,9.94,40.7,-1.51,-1.51,0.02,-0.91,0,753,0.41,0.48,0.14,0.02,0.26,0.67,1.19,32.8,48.5
4,1,200701,1.87,38.4,-2.6,-2.6,-3.75,-2.6,0,825,-1.55,-0.64,-0.37,-0.73,-0.82,-0.12,1,27.8,48.9
4,1,200702,10.69,41.7,-1.72,-1.72,1.85,-0.87,0,652,0.77,-0.44,-0.19,-0.32,-0.37,0.24,1.29,33.9,49.4
4,1,200703,1.8,48.7,-2.67,-2.67,-3.4,-2.67,0,505,-1.51,-0.02,-1,-0.61,-0.7,-0.49,1,36.5,60.9
4,1,200704,2.98,49.4,-2.52,-2.52,-0.35,-2.52,0,468,-0.01,-1.18,-0.08,-0.42,-0.69,-0.77,0.9,36.9,61.9
4,1,200705,0.91,56.5,-2.72,-2.72,-1.39,-2.72,6,269,-0.59,-0.41,-1.35,-0.73,-0.77,-0.82,0.67,42.3,70.7
4,1,200706,0.33,61.1,-2.81,-2.81,-1.1,-2.81,16,133,-0.56,-0.92,-0.58,-1.13,-0.74,-0.83,0.58,46.4,75.7
4,1,200707,0.51,68.8,-2.72,-2.72,-0.59,-2.72,130,12,1.48,0.03,-0.63,-0.25,-0.52,-0.79,0.6,54.3,83.2
4,1,200708,0.09,67.7,-2.76,-2.76,-0.97,-2.76,99,15,-0.21,0.63,-0.24,-1.37,-0.76,-0.79,0.61,52.2,83.1
4,1,200709,0.34,61.5,-2.8,-2.8,-0.97,-2.8,17,122,-0.36,-0.6,-0.13,-0.68,-1.18,-0.77,0.63,47.5,75.4
4,1,200710,5.37,51.8,-1.88,-1.88,1.9,-1.03,0,409,1.03,0.83,0.77,0.25,-0.04,-0.38,0.78,41.6,62
4,1,200711,2.22,47,-2.56,-2.56,-2.61,-2.56,0,540,-1.06,-0.23,-0.34,-0.4,-1.23,-0.92,0.48,36.9,57.2
4,1,200712,8.29,37.8,-2.32,-2.32,-0.07,-2.28,0,843,0.11,-0.57,-0.21,-0.24,-0.48,-1.06,-0.23,30.7,44.8
4,1,200801,13.9,37.3,-1.2,-1.2,2.64,0.04,0,859,1,0.67,0.11,0.27,0.14,-0.04,-0.13,30.6,43.9
4,1,200802,5,41.5,-1.46,-1.46,-1.17,-0.71,0,658,-0.38,0.46,0.31,0.04,0.01,-0.52,-0.16,31.8,51.3
4,1,200803,2.42,43.4,-2.18,-2.18,-2.61,-2.18,0,670,-1.16,-1.08,-0.04,-0.23,-0.25,-0.41,-0.66,32.2,54.5
4,1,200804,1.42,46.4,-2.43,-2.43,-1.42,-2.43,0,558,-0.9,-1.57,-1.45,-0.61,-0.43,-0.53,-0.94,33.4,59.4
4,1,200805,0.86,55.6,-2.63,-2.63,-1.36,-2.63,0,296,-0.65,-1.27,-1.7,-0.36,-0.51,-0.54,-1,42.4,68.9
4,1,200806,0.13,61.1,-2.82,-2.82,-1.37,-2.82,16,133,-1.09,-1.16,-1.5,-0.47,-0.53,-0.55,-1.02,45.6,76.7
4,1,200807,0.02,68,-3.06,-3.06,-1.58,-3.06,111,18,-1.05,-1.44,-1.33,-1.88,-0.78,-0.59,-1.03,52.8,83.1
4,1,200808,0.15,68.2,-3.1,-3.1,-1.09,-3.1,111,12,0.08,-0.62,-1.36,-1.93,-0.44,-0.59,-1.02,52.8,83.5
4,1,200809,0.08,65.4,-3.36,-3.36,-1.72,-3.36,64,52,-1.22,-1.02,-1.36,-2.15,-0.58,-0.61,-1.04,49.3,81.4
4,1,200810,1.84,55.4,-3.46,-3.46,-1.35,-3.46,0,298,-0.26,-0.65,-0.71,-1.44,-1.88,-0.96,-0.93,42.8,68.1
4,1,200811,4.82,48.5,-3.27,-3.27,-0.5,-3.27,0,495,-0.22,-0.44,-0.61,-0.84,-1.71,-0.75,-1.11,40.2,56.8
4,1,200812,6.58,38,-3.1,-3.1,-0.47,-3.1,0,837,-0.24,-0.43,-0.57,-0.72,-1.2,-0.9,-1.39,30.3,45.8
4,1,200901,1.73,42.7,-4.11,-4.11,-4.01,-4.11,0,691,-1.6,-1.23,-1.17,-1.36,-1.54,-2.04,-1.39,32.6,52.8
4,1,200902,8.24,41.4,-3.5,-3.5,0.56,-3.23,0,661,0.34,-0.89,-0.91,-1.11,-1.21,-1.7,-1.52,33.2,49.6
4,1,200903,5.45,43.8,-3.35,-3.35,-0.62,-3.25,0,657,-0.03,0.18,-0.83,-1.02,-1.13,-1.46,-1.26,33.4,54.1
4,1,200904,0.96,48.5,-3.67,-3.67,-1.99,-3.67,0,495,-1.25,-0.64,-0.21,-1.13,-1.29,-1.44,-1.38,35.7,61.2
4,1,200905,3.54,57.4,0.49,-2.8,1.47,-2.16,8,244,1.09,-0.15,-0.22,-0.91,-1.1,-1.18,-1.25,44.1,70.8
4,1,200906,1.25,61.2,0.78,-2.17,1.03,-1.09,16,130,0.79,1.18,0.01,-0.79,-0.98,-1.08,-1.2,48.2,74.3
4,1,200907,0.05,69.2,0.99,-1.65,0.88,-0.23,140,10,-0.65,0.6,1.11,0.08,-0.93,-1.08,-1.23,53.3,85.1
4,1,200908,0.26,67.6,-0.04,-1.52,-0.12,-0.17,97,16,0.44,-0.1,0.53,-0.15,-0.87,-1.07,-1.22,51.8,83.3
4,1,200909,0.23,66,-0.48,-1.81,-1.33,-0.92,74,44,-0.63,-0.49,-0.72,-0.24,-0.87,-1.05,-1.25,50.2,81.8
4,1,200910,3.73,53.1,-0.29,-1.48,0.42,-0.46,0,369,0.53,0.26,0.24,0.73,0.05,-0.91,-1.31,42,64.2
4,1,200911,3.64,44.7,-0.73,-1.8,-1.41,-1.18,0,609,-0.56,-0.28,-0.41,-0.34,-0.52,-1.05,-1.2,35,54.3
4,1,200912,4.98,38.2,-1.1,-2.06,-1.34,-1.75,0,831,-0.61,-0.88,-0.69,-0.81,-0.8,-1.19,-1.48,30.7,45.7
4,1,201001,12.3,43.1,0.52,-1.33,1.55,-0.37,0,679,0.73,0.11,-0.26,-0.24,-0.05,-0.28,-1.56,37.7,48.5
4,1,201002,5.97,43.8,0.22,-1.44,-0.74,-0.75,0,594,-0.14,0.38,-0.11,-0.35,-0.32,-0.47,-1.48,36.2,51.3
4,1,201003,5.8,44.2,0.06,-1.43,-0.41,-0.86,0,645,0.07,-0.14,0.28,-0.29,-0.35,-0.38,-1.24,33.6,54.9
4,1,201004,8.21,45.1,1.54,1.54,4.46,1.54,0,597,1.77,0.98,0.54,0.05,0.07,0.2,-0.83,34.7,55.5
4,1,201005,2.97,49.5,1.95,1.95,1.72,1.95,0,481,0.82,1.75,1.07,0.39,0.13,0.15,-0.71,38.1,60.8
4,1,201006,1.32,60,2.16,2.16,1.24,2.16,10,160,0.86,0.96,1.8,0.85,0.21,0.16,-0.64,47.1,72.9
4,1,201007,0.07,68.2,2.42,2.42,1.44,2.42,115,16,-0.45,0.69,0.9,0.68,0.16,0.17,-0.64,52.8,83.7
4,1,201008,0.1,66.3,2.13,2.13,-0.12,2.02,70,30,-0.15,-0.62,0.45,1.08,0.42,0.16,-0.64,51.1,81.5
4,1,201009,0.71,63.5,1.82,1.82,-0.26,1.53,37,82,0.21,-0.04,-0.21,1.65,0.81,0.19,-0.61,49,78
4,1,201010,6.68,55.4,2.55,2.55,2.74,2.55,0,298,1.37,1.28,1.24,1.52,0.97,0.41,-0.33,44.7,66.2
4,1,201011,5.51,43.8,-0.44,1.84,-1.33,1.21,0,636,-0.04,0.62,0.6,0.64,1.1,0.55,-0.28,35.4,52.2
4,1,201012,12.91,41.8,-0.02,2.03,1.14,1.83,0,719,0.88,0.53,0.9,0.87,1.43,1.14,0.06,36.6,47.1
