StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
4,0,201412,6.3,46.8,-3.98,-3.98,2.13,-3.13,0,444,1.15,0.7,0.6,0.78,0.35,-0.32,-2.07,38.9,54.6
4,0,201501,0.65,48.6,-4.84,-4.84,-3.81,-4.84,5,395,-1.8,-0.09,-0.3,-0.2,-0.38,-0.34,-2.01,37.9,59.4
4,0,201502,2.86,53.2,-4.86,-4.86,-1.55,-4.86,7,269,-0.2,-1.29,-0.28,-0.4,-0.4,-0.57,-1.73,41.4,65
4,0,201503,0.78,56.9,-5.67,-5.67,-3.96,-5.67,26,212,-1.51,-1.03,-1.82,-0.87,-0.74,-1.03,-1.82,43.7,70.2
4,0,201504,1.06,56.7,-5.53,-5.53,-1.31,-5.53,18,236,-0.36,-1.58,-1.14,-0.92,-0.82,-0.97,-1.77,43,70.3
4,0,201505,0.93,60.8,-5.11,-5.11,-0.44,-5.11,23,196,0.3,-0.27,-1.38,-0.81,-0.85,-0.85,-1.8,48.4,73.2
4,0,201506,0.23,74.4,-5.13,-5.13,-1.66,-5.13,197,13,-0.18,0.1,-0.36,-1.79,-0.92,-0.8,-1.82,59.6,89.1
4,0,201507,0.66,75,-4.85,-4.85,-0.75,-4.85,233,1,2.73,1.2,0.72,-0.94,-0.81,-0.71,-1.78,61.4,88.5
4,0,201508,0.08,76.5,-4.75,-4.75,-1.18,-4.75,300,1,-0.87,1.32,0.67,-1.17,-0.74,-0.79,-1.85,62,91
4,0,201509,0.33,72.1,-4.48,-4.48,-0.66,-4.48,237,7,0.06,-0.4,0.65,-0.13,-1.76,-0.86,-1.88,58,86.2
4,0,201510,0.9,65,-4.48,-4.48,-1.38,-4.48,112,48,-0.18,-0.32,-0.49,-0.11,-1.07,-0.93,-1.74,52.6,77.5
4,0,201511,1.87,47.6,-4.3,-4.3,-0.86,-4.3,0,397,-0.24,-0.38,-0.44,-0.29,-1.27,-0.96,-1.67,36.3,59
4,0,201512,4.69,42.3,-3.57,-3.57,0.86,-3.19,0,567,0.57,0.21,0.09,0.18,-0.02,-1.29,-1.12,32.8,51.7
4,0,201601,6.39,44.5,-2.3,-2.3,2.71,-0.84,0,507,0.91,0.92,0.67,0.54,0.61,-0.19,-0.45,36.1,52.9
4,0,201602,1.21,51.8,-2.99,-2.99,-2.78,-2.55,10,270,-1.14,0.09,0.28,0.01,0.06,-0.52,-0.72,39.3,64.2
4,0,201603,4.88,52.5,-2.08,-2.08,1.8,-0.95,6,336,0.94,-0.1,0.43,0.37,0.42,0.29,-0.54,41.3,63.7
4,0,201604,1.52,57.9,-2.1,-2.1,-0.68,-1.19,22,212,0.12,0.77,-0.13,0.4,0.31,0.36,-0.47,45.5,70.4
4,0,201605,0.77,62.2,-1.89,-1.89,-0.03,-0.98,33,159,0.04,-0.01,0.7,0.51,0.31,0.34,-0.42,49.6,74.8
4,0,201606,0.27,73.5,-1.88,-1.88,-0.55,-1.13,201,14,-0.02,-0.08,-0.08,0.34,0.31,0.36,-0.39,58.6,88.3
4,0,201607,0.06,76.8,-2.3,-2.3,-1.85,-2.05,282,1,-1.03,-0.49,-0.28,-0.2,0.36,0.26,-0.41,61.6,91.9
4,0,201608,0.06,76.2,-2.55,-2.55,-1.44,-2.55,268,0,-1.09,-1.84,-0.96,0.58,0.46,0.27,-0.45,61.2,91.2
4,0,201609,0.1,69.5,-2.7,-2.7,-1.23,-2.7,145,21,-0.98,-1.49,-1.76,-0.55,0.24,0.23,-0.53,54.8,84.2
4,0,201610,3.82,60.5,1.57,-0.85,4.7,1.19,47,127,2.16,1.98,1.83,1.54,0.34,0.66,-0.21,49,72
4,0,201611,2.16,52.8,1.24,-0.92,-0.49,0.81,10,267,-0.05,1.14,1.02,0.86,0.97,0.7,-0.16,41.8,63.7
4,0,201612,4.49,43.4,1.38,-0.56,0.8,1.37,0,524,0.49,0.24,0.96,0.81,0.67,0.66,-0.39,33.9,53
4,0,201701,9.92,42.2,3.61,3.61,7.1,3.61,0,573,1.78,1.59,1.42,1.77,1.68,1.29,0.7,34,50.3
4,0,201702,7.94,47.3,4.76,4.76,4.56,4.76,0,419,1.55,2.08,2.04,2.24,2.18,2.31,1.23,39,55.6
4,0,201703,2.45,53.4,-0.45,3.81,-1.36,3.24,10,304,-0.2,1.07,1.74,1.89,1.81,1.75,1.42,41.6,65.1
4,0,201704,2.76,55.6,0.48,3.9,1.45,3.82,20,244,1.05,0.35,1.24,1.66,1.86,1.81,1.56,43.6,67.7
4,0,201705,0.43,63.4,-0.22,3.28,-0.66,2.89,46,133,-0.65,0.63,0.15,1.67,1.8,1.77,1.52,49.7,77.2
4,0,201706,0.26,72.8,-0.26,2.88,-0.17,2.38,180,17,-0.06,-0.71,0.54,1.7,1.82,1.75,1.51,58.2,87.3
4,0,201707,0.09,78.8,-0.75,2.06,-1.58,0.92,336,0,-0.64,-0.41,-0.92,1.07,1.55,1.75,1.46,63.9,93.7
4,0,201708,0.27,77.9,-0.98,1.54,-0.92,0.08,320,0,0.42,0.01,-0.25,0.11,1.64,1.76,1.47,63.6,92.1
4,0,201709,0.43,69.8,-0.96,1.3,-0.24,-0.21,161,16,0.34,0.33,0.1,0.51,1.68,1.79,1.49,56.6,83.1
4,0,201710,0.34,62,-1.55,-1.55,-2.05,-1.55,76,87,-1.04,-0.91,-0.83,-1.36,0.85,1.45,1.43,47.4,76.5
4,0,201711,2.98,53.4,-1.41,-1.41,-0.08,-1.37,14,251,0.44,-0.07,-0.06,-0.12,-0.1,1.63,1.55,43.1,63.7
4,0,201712,0.3,47.5,-2.63,-2.63,-4.07,-2.63,3,398,-1.95,-0.97,-1.22,-1.27,-0.95,1.02,1.12,35.2,59.7
4,0,201801,3.33,48.9,-3.13,-3.13,-2.34,-3.13,8,371,-0.13,-1.22,-0.87,-1.08,-1.21,-0.04,0.81,39.1,58.6
4,0,201802,0.57,46.6,-4.15,-4.15,-4.01,-4.15,0,418,-1.65,-1.12,-1.98,-1.71,-1.73,-1.5,0.68,34.2,59
4,0,201803,5.12,49,-3.05,-3.05,1.99,-2.23,1,427,1.03,-0.23,-0.33,-1.07,-1.09,-0.91,0.71,38.2,59.7
4,0,201804,2.13,57.2,-2.63,-2.63,0.32,-1.65,20,239,0.62,1.04,-0.07,-0.72,-0.87,-0.99,0.77,44.3,70
4,0,201805,0.66,63,-2.42,-2.42,-0.17,-1.48,35,159,-0.15,0.36,0.93,-0.92,-0.92,-0.95,0.78,50.1,75.9
4,0,201806,0.07,71.4,-2.29,-2.29,-0.34,-1.44,138,31,-1.04,-0.63,0.14,-0.29,-0.96,-0.98,0.75,56.3,86.5
4,0,201807,0.22,79.6,-2.41,-2.41,-1.07,-1.9,377,0,0.54,-0.65,-0.55,-0.18,-0.8,-0.95,0.78,65.1,94
4,0,201808,0.04,76.4,-2.71,-2.71,-1.66,-2.71,299,1,-1.35,-0.53,-1.16,0.79,-1.02,-1.01,0.78,61.8,91
4,0,201809,0.06,71.1,-2.93,-2.93,-1.47,-2.93,171,18,-1.39,-2.01,-1.27,-0.22,-0.4,-1.08,0.77,56.1,86
4,0,201810,0.7,60.9,-3.04,-3.04,-1.24,-3.04,45,112,-0.45,-0.92,-1.15,-1.43,-0.5,-1.03,0.41,48.3,73.5
4,0,201811,2.81,52.6,-2.79,-2.79,-0.2,-2.79,8,269,0.35,0.03,-0.16,-0.39,0.46,-1.09,0.5,40.7,64.5
4,0,201812,2.38,44.8,-3.06,-3.06,-1.68,-3.06,0,494,-0.48,-0.26,-0.41,-0.58,-0.54,-0.66,0.27,35.7,53.8
4,0,201901,5.23,46,0.23,-2.51,0.7,-2.17,0,475,0.56,0.09,0.1,-0.15,-0.26,-0.35,-0.35,36.8,55.2
4,0,201902,8.57,40.6,2.1,2.1,5.68,2.1,0,589,1.71,1.41,1.04,0.84,0.76,1.05,-0.23,32.1,49.2
4,0,201903,4.05,48.8,2.3,2.3,1.24,2.3,0,434,0.6,1.55,1.37,0.96,0.89,0.86,-0.04,38.4,59.2
4,0,201904,1.22,58.1,1.68,1.68,-1.15,1.11,22,217,-0.18,0.38,1.38,0.95,0.78,0.7,-0.21,46,70.2
4,0,201905,2.5,58.6,2.77,2.77,3.78,2.77,14,239,1.9,0.95,0.89,1.16,1.02,0.96,0.04,46.9,70.2
4,0,201906,0.09,71.1,2.99,2.99,1.52,2.99,134,31,-0.91,1.63,0.77,1.41,1.02,0.96,0.02,56.8,85.3
4,0,201907,0.08,75.5,-0.09,2.59,-0.27,2.42,243,3,-0.76,-1.22,1.56,1.57,1.11,0.94,0.02,60.9,90
4,0,201908,0.13,76.8,-0.33,2.07,-0.75,1.53,284,0,-0.43,-0.87,-1.26,0.74,1.1,0.96,0.01,61.9,91.5
4,0,201909,0.61,68.9,-0.15,2,0.44,1.59,155,23,0.73,0.41,0.17,0.74,1.4,1.02,0.03,55.2,82.6
4,0,201910,0.15,58.7,-0.8,1.13,-2,-0.12,36,140,-1.46,-0.92,-1.02,0.28,1.34,0.97,0,44.1,73.3
4,0,201911,1.6,53,-1.29,-1.29,-1.69,-1.29,6,283,-0.43,-1.07,-0.94,-1.26,0.03,0.8,-0.16,40.3,65.6
4,0,201912,4.98,44.4,-0.86,-0.86,0.88,-0.26,0,518,0.68,0.21,-0.14,-0.13,0.16,1.17,0.39,36.5,52.2
